Sentence,Opinion
I am facing the same issue with Hardy Heron on my HP laptop (Compaq nx6120).,0
Still no dice on my 1420. I tried seveal combinations in /etc/modprobe.d/alsa-base after installing linux-backports-modules. No sound of any kind.,0
ipw3945.ko works fine with 2.6.17-11 generic.,0
unfortunately we can't fix it because your description does not yet have enough information.,0
ok i can confirm that making the changes that you specified above does allow me to get sound,0
Suspend in Gutsy still hangs with the latest fglrx release,0
i agree with sergio zanchetta: there are many people having this problem.,0
thunderbird did not close while under gdb. but it did not open the email either.,0
i can also confirm the issue for hardy exactly the same as with gutsy.,0
It appears to still be a problem. I never saw a battery status from it.,0
Thanks for the response Stefan. I'll give this a try soon.,0
grub cannot see the usb keyboard there is no option in the bios for legacy keyboard or any other options for that matter.,0
I have the same problem i was going to buy a 4965AGN wifi card anyway so i will see if that fixes the problem.,0
I still won't consider this bug closed though..,0
Another useful datapoint is that the submitter of 197183 claims that this worked in Dapper.,0
I at least can't reproduce it with a simple checkout.,0
i think it would be reasonable to put the mdadm patch before this delay also.,0
2.6.26 kernel works so far. but I can't even boot the 2.6.27 kernel so,0
Yes your first example works as expected.,0
apt cannot check every single bit of the cache file for correctness this would defeat the purpose of the cache.,0
i have similar problems as martin above.,0
of course you are right that the reported address boundary error is fish-specific.,0
I can confirm the missing libwfb is the same bug as . Applying the fix described for the 9755 driver but using the 100-series libraries worked for me.,0
Thanks for the tip I updated it and now it works perfectly.,0
I can confirm that lizardmenke's workaround does in fact work.,0
This bug was fixed in the package xubuntu-default-settings,0
I confirm that jasbur's fix works for me.,0
Same version as above poster won't suspend for me neither on keyboard nor mouse activity.,0
uploaded to gutsy-proposed. Thanks for your contribution.,0
Ok I can reproduce this now.,0
Robert - while you are experiencing the same symptom as Steve unless you have the same hardware it would be best if you opened a separate bug report and include the same information we requested of him. Thanks in advance!,0
Working on a Dell Latitude 630 except that microphone capture is unacceptable Has anyone else tested microphone?,0
Tim right. There is the patch (unchanged 0.40 release i386 only).,0
I get this same problem,0
"I also report success with Hardy. No ""irqpoll"" needed anymore. Thx",0
Loading snd_hda_indel with model=ref makes it work again.,0
miked your run looks good the test suite passed.,0
mikael nilsson: hm interessting. it fixes the problem on my development and on my test-system.,0
i have had the same problem as neal and pinkwerks in booting from the fiesty live cd the xfce panel fails to launch.,0
i concur with the findings of philipp.,0
I have also such a problem NetworkManager taking 100% CPU all the time making it impossible to do CPU-intensive tasks like compiling.,0
Yes I have a laptop. And right it seems to be the same issue.,0
I confirm that I also run into this bug in my Hardy alpha5 installation and that Sven's workaround works great.,0
I confirm that the heindsight solution works for my laptop.,0
Having the same problems on a T42 I downloaded the 2.6.24-2 kernel as suggested and I was able to enter suspend mode and to resume.,0
Okay we've already tried this and got a '404 - Resource not found' error.,0
Thanks Travis we're looking at doing an update of the -ati driver for Gutsy.,0
I agree with Wodz but I'd go one step further and say the legacy driver should be the default.,0
i do agree that it can be confusing and i don ' t mind if we won ' t allow it,0
Ah now that is interesting. I'll ask our python-apt guru about this.,0
the above fix proposed by archdrone also works for the hp compaq 2510p (just change the c098 with c099).,0
same here and works for me too : ),0
As the description states 3.5.0 is out and SHOULD be tested in karmic to make it run great in the next LTS release. Ubuntu already is the distro of choice for most developers.,0
Marius: Wow good catch!,0
i confirm that in feisty fawnusing stock kernel.i have 2 wd hdds,0
same thing happened here.,0
OK I am testing on SantaRosa platform Thanks XIaoyang for the correction. thanks Kevin,0
I can confirm this works.,0
Good point I have released this clarification to HEAD.,0
Thanks! Finally this bug which I have been beating my breast about since Feisty days is getting attention.,0
I just promoted gnome-vfs-obexftp to main so please go ahead and add the dependency.,0
this is a beta blocker (at least),0
This bug is critical as Fabien said simply because it exists in the default setup and has a very high risk of data loss for unsuspecting users.,0
The patch applies cleanly for me. I've also asked on IRC and persia confirmed it too. Resubscribing u-u-s.,0
I agree it needs to be re-instated I'm just trying to find the best way to do that.,0
This bug was fixed in the package python-apt,0
This bug is easy to fix. Here's a patch that works for me,0
Indeed also conformation from my side removing the key with a did help.,0
And it would be great if you could attach it .,0
Hi I have the same problem with bash for ex in for loop bash,0
The fglrx hang should be fixed with the latest fglrx. glxgears are useful to verify its working,0
i agree with every one of those objections;,0
I didn't change any settings; it worked out of the box after installing the linux-backports-modules-generic package.,0
The temporary solution suggested by orgoj in comment 9 is working for me thanks! It was quite easy to install (althought my first impression of the website was different).,0
I don't think that adding number of job in the name of pdf is too problematic.,0
Possibly but may be the same underlying cause just that today's update exacerbated the problem.,0
dinhtrung's solution works better for me if i select the window by title.,0
but I'm not convinced that the corruption is caused by libc6 because corruption of other packages have occurred as well.,0
I am also having a similiar problem with Gutsy running the latest updated on a Thinkpad T60.,0
You are correct all these will be in the next issue of the Debian package so there is no need to do anything right now.,0
i can confirm that this is still the case in ubuntu 7.10 (gutsy gibbon).,0
I had the same problem on PowerPC and can confirm that Herbert V. Riedel's patch fixes it.,0
"Same here Gutsy with current updates and an HP Photosmart 8150 which worked before. Had the same ""job-stopped"" problem.",0
"Yes in my opinion they should look like ""user-home"" folder",0
The seven first comments indicate that this is a harmless warning and that things otherwise work well.,0
ben romer's suggestion worked for me.,0
Thank you very much Peter. Works like a charm.,0
I also have the no sound issue with my Lenovo 3000 n100 0768-a52.,0
I can confirm this works.,0
Thanks Leann. I have alpha 6 running from live cd for some hours now and have not encountered any mouse trouble. Thanks!,0
hi ricolai your solution worked great for a dell inspiron 1720.,0
"There is a workaround. The ""gnome-power-manager_2.20.0-0ubuntu6"" package is buggy.",0
i can now confirm that the problem is fixed in feisty.,0
Well done for your work Steve,0
i agree with duncan (and this bug/wishlist item).,0
Doesn't work for me either. I get the same blinking moon on my Thinkpad.,0
stephen thorne you are absolutely right.,0
Yes I confirm only the Epilicious extension prevents Ephy from closing on my machine.,0
This might fix it for you if your video is strange. As a workaround I'm happy enough with this until things improve. Cheers,0
For me the problem was solved after making a $ sudo apt-get update,0
Rebuilding alsa with module assistant and rebooting make sound with 2.6.22-13 on my Latitude D830 working.,0
Great video Andrea! The mute icon and balloon tip also shows up if you simply point to the volume applet and spin the mouse scroll wheel.,0
Thanks for the explanation.,0
"I'll add that the Lenovo 3000 V100 notebooks also have this chip. I too had to compile from SVN (with 2.6.22) to get wireless working on it. It would be nice to have this compiled into the Ubuntu kernels so it ""just works"" for most users.",0
i can confirm this problem.,0
Sven is right I meant that it would be usefull to have the swap option after the creation of the rectangle selection.,0
i do agree that it can be confusing and i don ' t mind if we won ' t allow it,0
And related to Bug 131133 too.,0
wm_eddie...I went back thru your info & yes that will work--I would suggest you take a look further at the file,0
This bug was fixed in the package network-manager,0
OK is this ok: Package: ubufox Architecture: all Depends: firefox apturl Description: Ubuntu Firefox specific configuration defaults and apt support Extension package for Firefox provides ubuntu specific configuration defaults as well as apt support for firefox plugins/extensions.,0
Looking at Christians write up in comment 58 it seems very much that the device is behaving correctly at the kernel level (lucid and up at least).,0
I have the same problem with my ATI card and non-proprietary drivers.,0
I believe I was bit by this bug using my Netgear MA401 PCMCIA card. I can confirm Mike's observation that the problem has disappeared since 2.6.22-14!,0
"I think that this \""common standard\"" should be as good as possible by default.",0
i couldn't agree more.,0
i sponsored michael's debdiff (thanks!) and accepted it into gutsy-proposed.,0
Confirmed working with Gutsy 64-bit on Latitude D630.,0
no that's normal you are not supposed to have one for ftp sftp smb etc,0
It would help us greatly if you could test with it so we can work on getting it fixed in the next release of Ubuntu.,0
i don't think targeting it for edgy-upgrades is the right thing to do and we did never had the need to run it twice before.,0
I think Tormod hit the nail on the head on that (but I don't know blkid internals too).,0
Then again gconf-editor reports this new key as having no schema,0
I checked fix for Hardy and it works. I also tried to revert your changes spe did not start. I tried both Feisty and Gutsy your fix solves this issue for both releases.,0
It is not fixed for me in Intrepid !,0
I am experiencing the same problem on gutsy.,0
This does not appear to be a bug report as such.,0
I fully agree with Dan as well.,0
it is not the same bug.,0
it also occures to me,0
Fixing this by Rosetta would have been impossible as there is no search.,0
I can confirm that.,0
the -nomodify change had no effect on my system as well.,0
the latest version in feisty does fix this issue.,0
I have more details in my report but it seems the issue is not specific to all udf discs Hardy Heron or even Ubuntu.,0
Same here with gutsy.,0
netcfg never emits an iface line without an auto line right above it.,0
thanks peter. i agree with you. i ll move the request to kdelibs even if i m against too.,0
the branch currently looks very weird. it looks like it got created off head. also i ' d rather not do that version increase dance.,0
I'm on this.,0
No this still affects 8.10.,0
I agree it needs to be re-instated I'm just trying to find the best way to do that.,0
i cannot revert the version change inside the head stream for org.eclipse.jdt.apt.core as one i-build occurred since the version has been changed,0
Agreed that is still on my list of intentions.,0
from my perspective i have absolutely no way to duplicate it...,0
seems to work fine now.,0
forgot to add one little thing...soo tired... i tried disabling gnome-at-visual (in session preferences {assistive technology/AT}) because the chart showed a strange 2 seconds of zombie time after login... but this did not do anything.,0
We have a similar problem,0
Hi I've not added the feisty-proposed stuff to sources.list and I'm getting the same error.,0
You'r right. I forgot the viewer,0
Hi motu-release We have a fix for this bug but Sebastian recommended we should pull in the new version as it has some important fixes.,0
Thanx a lot for your explanations Graeme! I can confirm this on our server,0
since lucid and karmic have the same linux-firmware package i don't think that this is fixed in lucid yet.,0
of a duplicate bug. Yes apparently it IS fixed !! WOOHOO!!!,0
Sitsofe please don't set bugs back to New when the reporter provides information. It should be moved to Confirmed if the information seems appropriate/complete or left at incomplete if you have asked for more information.,0
I feel your pain. This bug affects me just about every day.,0
I can confirm its still an issue for the default install of Kubuntu Jaunty,0
Update: ndiswrapper works fairly well with the latest Bootcamp Windows XP driver.,0
i am unable to ssh to machine when it is freezed.,0
Excellent idea!,0
Hi Jose Hrm unfortunately the files still do not have the needed piece of info,0
i confirm that this workaround works.,0
In response to rojanu I have neither fglrx or nvidia loaded,0
same as above described here with Gutsy as Beta now and the latest kernel from a couple of hours ago: 2.6.22-14-generic,0
n0PxN0p please do not mark this report a duplicate of another,0
The same here my laptop doesn't shutdown when the battery is critical.,0
"i have run the command ""sudo dpkg-reconfigure -phigh xserver-xorg"" which was suggested in other thread but that didn't help.",0
Just a note the package hasn't actually been released by Debian (as implied by the previous misleading message). The RFP bug has only been closed because there were 18 months of inactivity.,0
Got this problem on an Ubuntu Server 8.04 recently. I don't have any Wireless network adapters so I just did this.,0
If the check for GL_MAX_TEXTURE_SIZE doesn't fail for the radeon card in question (where it is supposed to fail) it will probably be necessary to write a tiny test program in C which tries to allocate a GL_PROXY_TEXTURE2D of the required size.,0
Apparently wxPython 2.8 doesn't work with spe any more.,0
Same problem with Inkscape and Listen - I compiled Inkscape from SVN Trunk ...same gslice error,0
Forgot to post kernel version,0
I've only suspended/resumed once after I installed the driver but I'm sure it worked as it should and I'm sure it didn't work before.,0
Hi Marco I tried that as it was mentioned in the fixes above but still no joy! It'll work if I turn desktop effects off but not when enabled.,0
keulieminogue : Thank your very much for your confirmation.,0
I still can't reproduce anymore here - maybe your mirror is behind or this issue is one that is very hardware/settings specific.,0
but that's really neglectible and I'm fine with your approach of counting any non-empty added line in the patch.,0
I have not tried the client-side solution like you have used so I can not comment on that.,0
jonathan thanks for the patch.,0
This doesn't seem to be fixed in hardy.,0
Same here - WEP-secured wireless working perfectly yesterday,0
I can not reproduce this here unfortunately (with open or closed terminal widget) could you please give some more details:,0
yeah pulling the checker entirely for windows ce would be fine (until such time that users can do something about it),0
i m sorry that i do not use kspread all that often so i can t pinpoint exactly when it stopped working for me,0
Michael: I have an i945/945GM which works fine on both -intel and -i810 drivers however both display the same XV problem with video glxgears etc.,0
Then I don't think SVN HEAD has the fix as found by Joe Barnett.,0
Gutsy Gibbon / Tribe 5. Macbook/Madwifi works after following these instructions: https://help.ubuntu.com/community/MacBook Just compile the module (trunk) and install it. No other steps were necessary.,0
This bug unfortunately did not receive much care lately. Sorry.,0
Dorian: Thanks this fixed it for me. Now got sound after suspend working.,0
Well killing the pulseaudio process has now fixed my sound problem a few times. I can't reproduce the problem at will though.,0
Sounds fine to me I guess...,0
all of which i've tried all of which didn't work for me.,0
I think this is more/less what Martin's script does.,0
The NLS class doesn't seem to provide me with the same functionality that Platform.getResourceString does so I am assuming that BundleFinder would do the job that I need.,0
I'm also getting the BusyBox error when I tried Kubuntu Gutsy Gibbon 7.10 Tribe 4 AMD64.,0
I installed the CoverSync plugin to latest exaile (Ubuntu Karmic 3.0.1) but it doesn't show up in the plugins listing in preferences.,0
Thanks for testing with a Cisco concetrator that supplies a default route.,0
There isn't really a good test case for lum I found this problem with linux-backports-modules which is far more likely to get removed and installed (and exhibit the problem).,0
no problem! this is the way it is supposed to work.,0
It's not a bug in the xrandr program but more likely in the driver.,0
Works fine with the latest version from upstream and the patch.,0
I still get: Traceback,0
Same problem here as Voltaire with Ubuntu 10.04 and Rhythmbox 0.12.8. I seems to be working fine now (but of course it won't look for new songs).,0
TJ There was no difference for me after applying your change.,0
performace is fine for me.,0
David: It may be a new bug but it certainly seems to be related to this one as the only systems affected by the kernel lockup are the ones that needed the wireless drivers.,0
Same here. The issue with the touchpad doesn't affect me.,0
I dont know if other programmes have problem with greek names.,0
I also have this problem on a Thinkpad T60.,0
Unfortunately CTRL+ALT+F2 does not work.,0
I can confirm this problem on Ubuntu Hardy. However the solution provided by Onno by adding local port 10000 solved it instantly.,0
i don't think this is a firefox issue but compiz related.,0
thanks for the tip chris i came to the exact same conclusion when looking at the code today. i just hope we will be able to stick to the jgit api and don t go back to using egit,0
i have rejected the firefox report since this does not seem to be isolated to firefox as robbbbb and leonard broman.,0
mlind : Thanks for your work! I think that it's great work like that.,0
this used to work fine on hardy until maybe a week ago. I've raised Bug 192217 as I can't tell whether it's for the same reason as in this bug,0
Daedalus Yes your testing and observations match with mine.,0
I compiled Banshee 1.2.1 today but still no luck.,0
Sound on the D830 be fixed by using a newer version of ALSA: make sure you have all requirements to build the kernel,0
Still having this same problem on a new Hardy beta install using 2 drives in a RAID-1 mirror.,0
I own a Lenovo 3000V100 which I have now upgraded to Gutsy and faced the same problem (while this was not a problem in the prev version).,0
Martin unfortunately users are always suggested to uncheck any third-party repositories before upgrading to a new release.,0
David Tombs: Yeah you're right I was thinking it was a symptom of the same problem.,0
waddayaknow previous comment was not entirely correct.,0
I need to confirm what Arthur Furlan told. I also had this problem of waiting a long long time before the quit window comes.,0
i'd say it doesn't make much sense to read xorg.conf.,0
Yep I did a clean install of 7.10. And it's still slow like,0
This bug shouldn't have priority 'low'.,0
i've just tried it out in feisty and it works!,0
hmm i can't repriduce this with gnome-terminal firefox or evolution.,0
daniel i agree with you that it should work the same for the user on all applications but i'm not sure who is responsible for making this sort of decision.,0
Xinerama is no longer available at all not because of a driver issue but because the whole X.org architecture changed in version 7.2.,0
Problem still exists exactly as described workaround does the job though.,0
Suspend and hibernate do NOT work with the backport module for me either (on D830) but as Julian says 1.0.15rc1 works perfectly. I will stick to compiling my own module as it seems.,0
arand Thanks for all of the data that helps a lot.,0
sometimes when I reboot X server copiz crashes. I dont think it ever crashes after a full restart.,0
Problem solved. Thank your for your quick response.,0
"Sorry for bringing this up again... I have to write down things that need to be done... I forgot to remove the ""draft"" status from ""sect1""...",0
Verified. This fix works for me as well using gutsy-alternate-i386.iso Tribe 2 release for installation in (k)qemu.,0
hi davur i think the white-screen issue is a different bug.,0
Me too same problem - I'm running Linux Mint OS and Evolution mail.,0
No need to keep flooding the maintainers with comments this bug has been confirmed and will be fixed soon as stated,0
Mark - thanks for the suggestion. This patch solves the above patch's problems.,0
Sorry about spamming this bug but I can't even turn off suspend/hibernate/shutdown from the battery preferences,0
i can confirm that ulfzart's solution (editing /etc/usplash.conf and doing update-initramfs) fixes it for me.,0
not available unsubscribing u-u-s.,0
In the interest of having this out quicker I'd like to highlight that JDT is very easy to install using P2 (Eclipse's new package manager.) So I think the only component that needs to be included in the .deb is the platform and the nice .xpm icon.,0
Bart I could not find libqopensync0 at http://packages.ubuntu.com/ (in any previous Ubuntu release).,0
Appears to be working with hardy final yes.,0
The kernel does detect the insertion but no device is associated with it the card is not mounted.,0
roland your suggestion solved the problem for me!,0
i can't get dmraid_0.9.9-1.0.0.rc13-0ubuntu1_i386.deb to function correctly.,0
Although this solution is good for Gutsy I think that for Hardy it'd be better to update the libfaad2 and libmp4v2 packages.,0
This is not a feature request this is a bug! The computer behaves in a totally unexpected way and a way that is not very useful.,0
After upgrade from Ubuntu 8.04 to 8.10 I encountered the same problem - slow disk access it takes long for applications to start.,0
No as it was before on a clean install too. But it is gone for me.,0
The Inspiron 1420 is not affected. Sound is fine on mine (has been ok for a while).,0
when pressing ok again after some time passed by a conflict warning is shown. the conflict cannot be resolved by deciding for either (or both) dates,0
It fixed the problem for me too.,0
This bug affects my Lenovo x60 Tablet. Brightness does not work as to the scale either.,0
After some digging somehow this solves the problem,0
It's not available for Hardy (or anything prior to Intrepid rather) at this time.,0
I can confirm the advice from Roger thanks a lot!,0
This bug is still missing a complete dmesg and the output of lspci -vvnn,0
I agree with Krzysztof Kosiski this is not something that would make Ubuntu better but a bug.,0
of surprising sounds unpolished Well the name of this package is not open for discussion here. This is about package description.,0
Same problem on Gutsy and it's Jan 9th 2008,0
Not sure that it should matter whether you use persistent mode or not though.,0
Thanks for the dmesg output I will fix that ASAP.,0
I'm sometimes told my Latitude D830 has no battery in it which is clearly bogus. Never seen this with Feisty.,0
i have exactly the same problem on my msi vr610 new laptop with: ati technologies inc sb600 non-raid-5 sata 100% same situation as it was descripted above!,0
you shouldn t have to use the decorating classes directly just how they use treewalk s and dircacheentry s getrawmode to get the different statuses.,0
i agree with davegod75.,0
This is still happening for me too in (Kubuntu) Gutsy RC. Quite annoying.,0
Hi Justin I think that's a bit too simple. My annoyance is that when the setting is set to idle it doesn't go back to *where it was* but to some default value,0
perhaps your package mirror hasn't been synced yet and you run an older version of update-manager.,0
Well a broken package is very stable... :) Yes in this case the system is what is broken.,0
i can reproduce your issue however it's not the same as the one described in this bug report.,0
it looks good and i verified that it works for internal and external jars and that it doesn t break bug 297039,0
I really hate sidebars and would want to be able to disable them in place of these windows before I would migrate to Firefox.,0
Thanks Adrien. I assumed I could do that,0
I don't think this bug is SATA related.,0
i agree with mads's comment in regards to importance.,0
This fixes the problem but isn't quite correct...,0
i agree with ?skar in that this should have a higher priority - it's a real showstopper for some of us!,0
25 marius your bug is not related with this one.,0
I agree that this bug makes ubuntu look pretty bad for anyone who wants to type multiple languages.,0
you can enable it but you won't get starting sound at all.,0
As John Little also wrote my Amarok's setting is pointing to /dev/cdrom. I've got the same error both when starting from the KDE autoplay daemon or directly from Amarok.,0
I don't use evolution and so don't see the relation. Still update notifier dies several times a day of its own volition. I've killed all of the evolution processes just in case. Will keep an eye on it.,0
Conn: Yes EXA is just becoming really usable and I doubt there will be backports for gutsy since it might break other setups. So I'm marking this as fixed in Hardy.,0
rhythmbox shouldn't display shares it doesn't support.,0
I see the exact same problem on my Thinkpad T41p with ATI Mobility Fire GL T2.,0
$ sudo pppoeconf this option is not available.,0
Hi I've already got all this ready to upload...,0
that doesn't seem to make a difference.,0
That solved my problem.,0
this workaround does not work for me as i dont have the following file on my system: /etc/xdg/menus/debian-menu.menu on my system.,0
martin I do believe it is a showstopper as it also breaks Adobe's flash plugin inside konqueror/nspluginviewer.,0
Sorry guys lack of due diligence on this one (and it being past my bedtime). The single change was to avoid having to file an exception for a newer version,0
Yes agreed the pref is not ideal for this purpose.,0
I mean it's not here,0
Here's the same for wxwidgets2.8. This issue should be fixed next release 2.8.5.0 but in the mean time this should probably be applied for applications that use newer wxw.,0
this bug is not fixed it should be reopened and is in serious discussion upstream.,0
Same for me and this one is a fresh install.,0
There's no way to probe most CD drives without generating interrupts so there's nothing hal can do about this.,0
john's proposal in comment 2 is also acceptable.,0
Disabling acpi did nothing. Still always on AC according to this. Gutsy release out no fix not impressed.,0
I got the same issue.,0
sadly turning of acpi & hpet did not work.,0
the fix looks ok to me but i can t guarantee that there are no unwanted side effects,0
Oh and drag-and-drop never works for me.,0
i'm also running ubuntu 8.10 (intrepid ibex) on a hp pavilion dv5 (dv5-1075er) and seems i have exactly the same problem that guilhem lavaux does.,0
it's odd but the patch file itself doesn't have any indication inside it as to which projects the patch changes apply. this seems like an egit bug to me,0
If sound stops working after suspend-to-ram or suspend-to-disk try the workaround specified at . This works on Gutsy. Only thing about it is that upon resuming you may get a pop-up window about Volume Control quitting unexpectedly just click Reload and you're fine.,0
dincer but this is not what we want.,0
I experienced this too but in my case all the Evolution parts crashed and I also lost all my todos.,0
unfortunately we can't fix it because your description didn't include enough information.,0
i have the same problem in dapper drake (ubuntu 6.06).,0
i tried both use bash 3.1 and replace %q strings with %b and none of the workarounds solved the problem.,0
The issue also occurs with kernel 2.6.24.3 of today.,0
I installed Tribe 4 today. Still the same: the ACX files are there but the wireless does not show up in the network configurator.,0
same problem for me also...,0
it still doesn't work. i can't even get keycode using xev.,0
Fixes things here thanks a ton!,0
This of course won't work as lrm-video is part of the restricted modules package.,0
right. while i was looking at the code i became confused as well. i agree that we have to take a good look at it.,0
Ted Gould I tried out your package and when I move the brightness slider in gnome-power-preferences nothing happens. It seems like this is the problem,0
I saw your post on the ubuntu forums I installed SPE 0.8.2.a as per your instructions and it looks like it works for me.,0
I've installed 2.9.0-1ubuntu3 from Martin-??ric's PPA and I'm still having the same problem. Blinking cursor instead of X. I can't get into a terminal in the thin client to see any error messages either.,0
Martin - oops. What I meant was that the package in -proposed is the correct one e.g. it fixes the resolution issues.,0
I have a Microsoft Wireless 5000 mouse and this issue makes it nearly impossible to use the wheel fro scrolling.,0
I agree thanks again for your work on this Martin.,0
Sergey that looks like a different problem,0
Daedalus Yes your testing and observations match with mine.,0
I don't really understand this bug report,0
Hi same thing here. Let me summarize the problem and workarounds,0
We are not going to fix unix zoneinfo databases which currently return ('EST' 'EST') for eastern Australia thus making time.,0
were having the same problem on boot,0
however it doesn't seem terribly hardware accelerated.,0
I just want to add that I've got the exact same problem as Alan Pope.,0
dotty this cannot be fixed with python code.,0
i totally agree with unggnu that priority of this bug should be higher.,0
unfortunately we can't fix it because your description does not yet have enough information.,0
Tank you Thank you & thrice Thank you! You have fixed it & I can now use my Micro$oft trackball in Firefox as I want it to work,0
this bug is still not fixed.,0
performace is fine for me.,0
"Martin I see your point when you're saying that the \""common standard\"" should be as good as possible however I would rather not to filter any lines from a patch when parsing.",0
I have switched to KDE from Gnome because Gnome was taking too long to start up and this did fix the problem for me. So I think it is a problem related to Gnome.,0
Sorry the penultimate paragraph above is probably wrong since auth.log would normally exist at boot time with mode 640.,0
Leann correctly marked my bug (141339) as a duplicate of this one.,0
Just a quick update: Andres it is not the same just similar.,0
It would be great if you could test with the LiveCD for this new release and let us know your results.,0
I don't think there's a single fix which will fix both cases.,0
everything else seems to work ok.,0
There is no way to see the final line or two in the lyrics applet.,0
This bug is triggered for me too if I disable gnome-power-manager in my session. I have reproduced it with both Gutsy and alpha 5 of Hardy.,0
I cannot reproduce it on fresh install on the other box so it has to be some upgrade problem.,0
I'm using the T61 with Debian Etch Kernel 2.6.18-5-686 and I have the exact same problem.,0
not really. in the absence of a fix for 493276 content should reside on some other moco server.,0
> Andy Whitcroft Yes I have a Dimension 9200. Running Intrepid w/ all updates & have the latest BIOS Version: 2.5.3. I can shutdown but not restart.,0
Still not a duplicate of 140668 (see above). Please stop sending me irrelevant emails and please keep separate issues separate so they can be fixed.,0
I have same problem with a Dell Latitude D610 ( Multimedia audio controller: Intel Corporation 82801FB/FBM/FR/FW/FRW (ICH6 Family) AC'97 Audio Controller),0
sorry - libglib not libg.,0
Hi there!! I was facing the same problem of you guys.,0
from what i know apt/synaptic/aptitude don't give an easy way to automatically downgrade something,0
I agree that the message in the properties form is a pain.,0
tried that but with the patch applied basket does not show up in the list of components even for a new user.,0
Experienced this problem while using Pidgin today.,0
i couldn't see an amd64 version to download or maybe i'm misinterpreting the versioning.,0
Sponsored and accepted into gutsy-proposed please test. Bryce this has been stalled for a long time.,0
Not working as expected under 2.6.22-14-generic,0
Tested lupin-support_0.16+locale113_all.deb. It works fine,0
I have the same problem with 2.6.22-11 on a D830. Under the latest version of 2.6.22-10 I could get everything to work if in installed the kernel version of the snd-hda-intel module instead of the one from the linux-ubuntu-module package. However in 2.6.22-11 the kernel version does not exist and so I can not get any sound to work in 2.6.22-11.,0
Mandriva One 2008 makes it work out of the box (at least in my case see my previous post).,0
The title position isn't correct also. It's much above the bar.,0
Confirmed as well. I use Hardy Final now had the Problem from the start because I upgraded from Gutsy and had the gnome-power-manager disabled before already.,0
it still does not work for me on an updated kubuntu edgy.,0
Yes agreed the pref is not ideal for this purpose.,0
2.6.30 doesn't work for me.,0
The proposed workaround solved the issue for me !,0
I can only assume that WebKit will be moving to main otherwise Ephy won't build now.,0
I also have the no sound issue with my Lenovo 3000 n100 0768-a52.,0
my windows partitions don't get desktop icons and the desktop theme looks rather old-fashioned.,0
i assume your workarounds are still viable,0
I've repartitioned/reformatted the card on feisty where it continues to work ok but on gutsy I still have I/O-errors on dmesg..,0
PS. The Patch from Matthijs works for me.,0
muzuiget's patch is similar to the previous patch in mechanism this will not work all the time.,0
I get the same error (I guess) as Tim using your package:,0
leonardo your bug has nothing to do with this one.,0
for me yes and since it ' s limited scope i would probably not even add a toolbar button but simply add it to the view menu.,0
I still have that crash in /var/crash. I'm reluctant to upload it though as it most likely has secrets,0
everything else seems to work ok.,0
Please do not re-file bugs. If the metacity devs wont fix it  the papercuts team cannot do it either,0
Yes I think it is similar bug.,0
no it doesn't work it only works on reboot but not on a new start...,0
I got the update this morning and can confirm it fixes the problem which I had reproduced just before.,0
I should note that I have root on lvm also but I don't have any further problems. I don't have any other filesystems mounted automatically though,0
elyk: Yes it broke it for me. I'm on a Dell Latitude D630. Annoying. :P,0
I've tested the package on Hardy Heron on my Vaio VGN-FZ11e and it doesn't work,0
Me too! Although: I did also delete the .update-manager* dirs from my home folder. At least it works!,0
also in this version i was never able to see an appointment (as red box was possible previously).,0
I'd like to confirm this issue on my system that my printer on Gutsy won't work even with the latest update. Also I'd like to confirm Sa?vann Carignan's workaround which got my printers working again.,0
shaun you have an intel so this bug is not really for you.,0
Joshua We are still working on some infrastructure changes for accommodating signing-keys for all PPAs. It should happen next week.,0
So only for me it is not fixed!,0
Actually I solved problem. My loopback network interface was misconfigured.,0
My rt73 chipset shows no noticeable improvement using the test v4.,0
I also have the same problem.,0
It looks like you are also counting empty lines which doesn't seem overly useful to me.,0
i tested the patch and it works as expected,0
Source package changed to -2.6.24 this probem repeats in Hardy again (and in -2.6.22 also wasn't fixed).,0
Ok done this sudo apt-get install build-essential and then the c compilation worked and then the audio works perfectly! Fantastic!,0
The recipe give by Daniel Moyne of just touching the file to the epoch does not work for me neither does the one from ysth. mvo's patch does fix it.,0
I also have the same problem.,0
It is no longer possible to do so since the whole window doesn't fit.,0
Hi Theodore Yes even after a reimage the issue still happens.,0
Also I do not see the relevance of the debbug 385181 to my original problem.,0
i think this would always be a good option.,0
This setting made no change in my case until I turned splash screen on and it worked. Turning the splash screen off again disabled the sound.,0
On my machine it won't resume from suspend to RAM with rc2 but rc1.,0
but i don't think that this is a fix.,0
we are now using this feature in gimp trunk. seems to work nicely with intltool 0.40.0. thanks again for this change,0
Even after trying out Tim Gardners resume script or Ben Collins' the sound doesn't come up after resuming.,0
again i think it ' s a brilliant idea martin,0
Sebastien - I looked through your attachment and did not find any sensitive,0
For a laugh and a half I decided to delete everything in Rhythmbox and rescan the music folder AND I can reproduce the problem again.,0
there should be no use to rewrite such a daemon.,0
as albert confirmed when visual effects are set to none the panel is normal.,0
it also shouldn ' t warn about nvidia ' s quicktime plugin which isn ' t really quicktime (it ' s actually just a shim to launch the media in an external player),0
I've figured out that removing package wireless-tools in Ubuntu Server Gutsy (x86_64) helps.,0
Sorry I could not reproduce this on Tiger either.,0
